sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
844.5929@15.076285,228380,359428,247757,438393,422902,308337,399287,441985,338786,393125,1,376755,289405,326066,363563
596.2967@15.064265,338387,451696,283519,293795,341320,343723,126813,241031,288492,473136,1117129,812716,218829,210672,218325
1008.5988@15.077384,34622,43442,42936,44094,47821,42495,52452,47165,32912,45808,1,1,45375,46974,50015
1322.8647@15.076785,29434,52830,24070,44918,54066,44554,1,38189,45589,129460,194624,175743,25654,25580,30969
522.3921@15.101846,25720,29410,18672,35722,28007,18583,31081,49262,50310,22988,1,1,22838,20831,21963
702.3003@15.104168,126652,1,90583,39715,58217,1,33155,33618,28351,103152,33642,55969,75528,61204,1
620.2969@15.106934,1348812,1682182,985416,1236204,1481423,1491619,636259,1061988,1307700,3237333,1818491,1356790,959713,966218,982533
644.2967@15.094075,29724,43413,1,23894,53208,47529,1,29499,30650,81511,55501,61014,33273,38110,23971
560.4796@15.111867,222070,291975,264953,172607,234706,168864,176132,241307,198908,165387,542602,298022,183865,238450,214091
483.3021@15.095584,174482,159371,162698,62266,1,72489,1,19369,77864,50872,1,27283,160425,153754,146771
689.5003@15.119643,31879,28286,25785,1,20243,26680,30998,21968,36544,24387,25129,38230,31157,26205,27530
721.5055@15.139134,53888,86285,44221,60531,57269,22534,65099,103787,151675,34032,261948,132781,54591,69127,78701
927.5223@15.134749,11422,12890,1,14725,14195,13601,21049,17009,12794,14569,1,1,20383,17892,20570
952.6109@15.132285,30398,28514,34897,30038,34378,35387,23397,27506,22807,26071,1,17376,19721,20700,22742
763.5166@15.148867,176543,314013,157459,991973,591445,262196,948666,1381487,1954856,760972,4070625,1185672,296086,403657,426819
845.5195@15.140802,31081,45078,29552,67661,61900,43659,99908,69906,76833,49675,71758,47344,52016,60542,59403
870.6084@15.136001,74392,104922,82258,132004,127087,107129,89010,103425,83525,87268,1,91782,66553,1,70630
788.6055@15.145467,307702,505584,307171,774338,692532,407349,478268,581059,747232,528074,1215616,1046637,245541,315010,357150
394.3814@15.148642,16679,13624,11450,19339,13794,1,11406,34252,41307,14615,87135,46668,12432,28166,16612
821.5196@15.157133,19633,23713,18910,77872,50315,34610,59242,83086,68552,50528,61534,61799,41574,50001,54181
739.5165@15.159399,85660,221492,83387,626624,658829,200069,555350,1257398,1835739,472416,4296716,1985130,243706,334037,405724
813.5528@15.154306,22156,35617,1,35365,30308,1,88548,105579,113692,81325,127915,79144,44576,58425,54672
595.2811@15.168274,48182,40915,28900,28098,23956,21771,20389,15247,1,1,1,1,32831,26371,23332
715.5162@15.1642,55909,139133,56656,527161,398913,136737,431616,860401,1260742,401753,3300223,1377699,141230,194128,223268
535.2583@15.164999,142508,88258,105879,1,69935,85943,63903,1,38454,33166,1,18924,1,1,60125
398.2341@15.161141,53172,46454,68231,51494,46172,86533,28091,26204,39055,27414,28327,24997,91960,1,32610
502.3839@15.168934,15400,24426,13072,28301,35363,16515,29523,41508,47586,28053,42778,56132,15529,19826,25590
486.2807@15.169067,43080,47089,22702,81498,57688,22459,70514,51090,42547,54817,36887,39407,37231,39084,35207
930.732@15.169714,22973,42851,20535,50003,48041,28028,49601,49133,52148,41289,33216,1,26081,31398,41862
888.722@15.168799,19040,41637,15514,67420,55206,21715,46616,79303,98692,48737,86335,97269,17186,27826,37570
466.3394@15.167693,170133,262048,137829,423232,569788,218526,454240,500543,423401,396198,337105,555834,348438,1,1
632.3903@15.1742,47317,60052,46672,68874,73694,47230,75179,78520,57463,64542,38227,50192,45603,53442,61049
914.7347@15.169932,22364,43163,20637,53783,62240,28364,51531,72378,76967,48156,64049,81648,25528,36737,45918
490.3843@15.168133,474720,838959,379580,1409638,1113148,511462,971815,1475747,2017737,988309,2422997,2624898,469900,598302,680888
956.7298@15.168785,24690,44243,19963,63476,58292,27540,57898,71190,66299,45937,37922,1,24506,30764,39794
476.369@15.168866,17890,35491,16835,57584,49675,21427,37812,59816,75192,40263,63985,96680,18594,29741,31489
562.387@15.174143,50390,1,43161,49607,60834,57832,63490,50105,33276,58216,26169,27391,52348,49596,64198
546.3805@15.170598,54509,82894,53602,101012,108464,66119,99988,136839,135879,92954,116089,131083,56598,81248,91715
572.3889@15.174533,31974,47533,31121,59234,62479,38518,59222,79504,84394,53580,53307,85147,37737,42057,55731
588.3832@15.172333,77777,108884,71553,136114,131054,77782,116954,144902,118409,115196,97842,99001,78368,95100,104732
940.7346@15.169133,14442,26921,11079,43175,48231,17533,39742,58314,59871,33867,48787,57777,14767,23830,32561
520.3767@15.169213,60461,97881,61854,109462,111795,1,96566,115462,122678,102658,86542,128280,56507,80242,89500
530.2893@15.170267,34735,33356,17112,52258,35213,20561,42918,37971,35283,38708,36341,30318,26455,23025,23362
510.3471@15.171617,32393,29805,28773,29172,32298,26510,29557,22985,18376,27417,1,1,30109,25443,26739
580.4468@15.167867,36753,80753,70524,64069,71416,37302,48036,65331,71132,40553,99868,99711,44573,50035,35638
558.3736@15.169999,16399,30173,14193,44429,39645,21010,32683,64190,72620,32041,31881,80025,17798,23935,27871
300.0136@15.1710005,58824,42747,50246,49098,50023,52816,45663,43200,38768,44139,23019,53433,54628,35409,41838
776.6055@15.174868,25385,51989,29480,102757,87749,42615,53356,74262,91400,101842,273937,234841,27751,34016,40089
863.5685@15.1742,26395,40471,20989,53452,49215,25640,55836,64773,69891,49344,76719,52085,33887,43182,44881
789.5385@15.176133,77814,126935,69554,162522,149827,69346,267255,377897,436648,241393,696260,366845,123977,157298,168978
382.3814@15.193268,22437,26888,18268,29462,31547,18111,24802,35817,41371,33413,114628,71448,27734,34442,37120
847.5354@15.193152,17789,28531,21677,45545,45149,30607,1,44443,51391,45483,1,47498,32200,34360,35832
536.4632@15.2012005,21235,16339,14447,14610,11691,13769,14553,1,1,1,1,1,13887,16769,13312
747.5212@15.197999,271986,447093,235975,497902,499205,220897,422133,746608,1011276,292581,1794272,1079911,222648,293136,326675
558.4652@15.218583,360398,409596,401985,249919,241792,229078,249322,228213,1,205271,1,1,282320,285043,333258
805.5244@15.224801,52329,55500,44874,46628,47808,45865,43553,42585,39023,34725,11700,42609,33044,29520,32940
723.5209@15.227065,285318,368868,267140,435322,424682,255542,405583,568746,709434,272126,1197541,752644,230240,243553,266429
1003.5745@15.229248,43659,42435,43590,35794,37568,40410,45765,1,18993,39704,1,1,86606,47545,50053
921.5718@15.223933,121781,131056,104853,102488,101318,92069,152847,111323,93750,105938,72194,71925,167334,159378,164336
839.5688@15.223333,405492,521207,358658,484095,474416,323178,581562,661018,674699,495519,742091,523074,625624,696373,707370
829.5242@15.205199,91304,67204,42298,59297,57257,36765,37652,50139,46501,30945,32113,50569,39078,36045,40257
699.5208@15.241333,34471,51232,34687,62933,61010,38294,72910,99908,121949,55489,221597,126500,33398,39611,41995
773.5367@15.251134,85527,119187,77284,114424,118526,71502,100505,141675,164743,79574,355815,182582,66771,78893,85327
897.5713@15.233799,43828,54147,40563,45286,39733,32778,49597,44893,39516,68189,27381,42145,48880,49462,51397
815.5687@15.2392,158792,207518,145541,195022,182475,136485,275815,300017,294798,312595,401713,309855,171481,189316,195994
368.3656@15.243466,33650,37149,29161,45389,43392,31650,32923,36693,40740,41187,84543,56290,34193,29006,29164
608.4329@15.2494,183490,212040,81791,216289,227798,207193,232856,211523,196357,174256,188931,195422,212260,210271,102138
749.537@15.268934,330451,467759,270907,484799,462659,280091,433744,658992,837815,322909,1813851,890503,244455,304197,286804
872.624@15.260699,18643,22649,22431,18783,17873,22434,1,1,1,24089,1,24511,15049,1,14452
790.621@15.260067,69289,105025,81970,128518,124301,88911,72191,77296,90002,146559,209482,278255,64459,65794,70529
803.5688@15.258133,21831,25515,21896,31604,32139,24562,33114,37653,32854,54762,55821,53122,30197,27581,27609
717.5314@15.2764015,16093,21457,18605,41750,36630,25969,37745,50969,59837,33661,134244,58667,24255,26063,27327
947.5878@15.2626,138701,108059,132615,77157,81699,106361,84885,61818,50332,75485,20627,43023,138653,119086,109028
396.3971@15.294666,15824,19402,15059,18869,18968,12546,19483,23192,25564,18532,56519,52818,17962,21531,23466
865.5845@15.274801,656538,719895,613056,825861,808818,706496,446709,713109,658283,658922,603855,552980,798587,854147,781873
737.5366@15.303785,20004,38733,18525,55136,52525,22819,41737,68361,80892,26086,146571,75460,1,14392,14218
923.5871@15.284924,207795,179021,242895,126041,138447,208112,1,58983,78818,132164,1,85830,217605,169812,162447
791.5579@15.299183,127281,139215,119311,1,1,93826,207202,1,1,195631,115481,246852,220264,199902,211975
841.5847@15.291932,1477537,1526930,1340516,1760622,1750689,869047,1599503,1577014,1531284,1681174,1531410,1521719,1507797,1511138,1472063
767.5474@15.329866,92127,148316,101225,340355,318670,161176,322749,444907,564778,275183,1114047,488137,174612,205627,197484
1599.1466@15.318067,42981,56930,38065,85194,80004,54342,73939,80862,80425,72746,97636,71113,43420,56091,54993
743.5474@15.341934,38826,71632,45426,208537,182476,96479,218398,312313,380502,175415,766120,336659,103032,127153,126220
793.5509@15.349299,45207,52206,42388,35507,65447,52277,60568,1,1,59641,1,1,1,62596,51912
1575.1466@15.340333,87034,110066,74925,169309,160375,109314,162700,192875,192181,140647,216369,150168,95195,114335,114356
817.585@15.346134,2703015,2895598,2430031,3344974,3187753,2844337,3300700,3292734,3137899,2999357,2984069,2733908,2774022,2794278,2733473
899.5876@15.362867,378868,233365,372820,163294,162411,233197,168106,127557,91665,165796,39013,110614,280405,179091,212835
775.5529@15.384734,103545,159485,102212,152561,173120,82826,117324,180440,324502,99077,486003,226747,61376,86448,109057
751.5523@15.403335,199802,361020,204955,525255,472938,268124,411038,685328,869348,338402,1795729,883271,163055,208030,194342
805.5847@15.388917,27649,30641,1,26061,1,1,30118,30487,36310,37262,47872,46203,31583,31187,31773
676.5289@15.421934,23008,60705,34931,75709,78404,44169,77335,108188,123263,78069,209030,100465,37030,45886,45790
949.6024@15.406546,71991,51313,57256,28920,29231,47137,27036,1,1,31035,1,1,61201,53082,46783
727.5519@15.417201,27816,59343,33263,85853,87046,46030,91884,139765,177064,70558,379380,192211,35710,44930,41896
867.5996@15.392334,329508,491153,419862,427667,443748,375944,403840,379208,362180,433561,425176,382538,442637,464120,476201
868.667@15.417143,22197,24229,23574,36523,32279,24644,17780,16294,18715,24508,34564,47950,13049,14536,1
855.6@15.410143,36712,37988,27196,50385,68282,45335,30445,35845,27887,55220,56102,62829,33580,1,30478
777.5682@15.434383,60342,90712,57339,79337,96864,42086,68798,110421,1,61618,297731,139235,34353,32626,1
843.6004@15.418799,966378,1006766,854737,1060342,1043358,877206,1321972,1427356,1290741,1223848,1243232,1012277,1056319,1038221,1070724
825.589@15.392399,258949,238027,119284,81219,87724,72267,72742,82903,86026,75472,97326,111967,67271,69035,183660
801.5887@15.421868,56076,57633,31310,62813,56224,49870,56114,58336,61238,53014,73133,76627,36851,39022,41030
925.6029@15.420798,136037,106082,137404,72048,75872,114594,93366,66241,52270,87199,19878,57360,137333,109055,97970
851.6052@15.427399,79943,66488,56487,41702,54752,45033,46151,45985,43787,45428,54582,62977,45254,48825,46827
831.5996@15.448268,70889,87947,65831,108632,99669,94429,110196,90614,20133,115250,112721,113708,67878,62847,63782
652.5286@15.4900675,21232,62416,34584,85416,82090,42550,90595,131764,154059,70544,234610,99207,43289,53077,53779
793.5826@15.458734,59671,49667,49902,87639,53863,34092,53483,49203,54664,76714,82558,53056,48829,40703,51793
901.6032@15.475933,271680,149568,115435,115798,94961,158921,111980,75872,54238,126884,25152,58822,224604,163200,128309
893.6159@15.4866,242869,257068,232648,235997,254909,224989,185317,203675,183660,209561,181245,166117,245440,286038,265062
819.6006@15.480601,1664299,1029026,848697,2162733,1561291,1778535,2272591,2341313,2264296,2124498,2061077,1887095,1885732,1807884,1728083
869.6159@15.512068,1046339,1174576,916350,1284499,1217396,1054599,1054040,950174,957397,1205723,1116912,996575,1016585,1037846,993431
678.5443@15.533734,43737,112921,64451,191088,188639,100485,192612,248813,285735,156635,472181,196699,72504,98350,95117
951.6186@15.521769,178408,135562,177829,1,81730,150267,72825,39936,34384,73976,1,28438,133294,121768,122739
870.6827@15.553667,184009,221529,189829,279364,262723,195081,197174,215992,231728,231316,410123,390932,166862,180231,173055
530.4705@15.590067,17308,33288,27313,44345,50981,24859,42726,50168,47886,31165,50985,54581,19026,22648,26734
927.6188@15.598132,476558,410041,437081,340192,346923,426956,350627,298360,201042,288549,71421,150222,405379,407815,394731
845.6164@15.576785,1427568,2095685,1554240,2969332,2740290,2240752,1664911,1,1621006,2886608,2513246,2502903,1897218,2708855,2070560
572.2965@15.59525,59613,73840,50366,30458,50607,57467,1,53694,1,109898,495632,262265,1,44755,41471
705.628@15.6184,19065,40480,21173,46837,41024,19002,66447,94605,135284,88729,463754,235325,23079,31454,32181
654.5442@15.619734,22257,62158,35781,126194,114454,66091,112530,144703,176278,76433,222808,94716,55393,65612,67134
833.6156@15.60823,33706,68578,1,79653,86494,58867,77130,80382,85626,83611,102881,92565,1,66719,62500
895.6313@15.6068,166815,168850,131296,196683,141686,131057,189289,200896,183046,204683,217232,172015,168563,197639,187228
622.3122@15.6194,46729,57984,1,31321,36427,1,1,1,31763,83968,136478,143933,30956,1,32016
858.6834@15.64,49578,92955,55871,121730,120825,72945,79943,94116,115118,105826,286152,251273,63316,77306,76438
680.5599@15.660132,52378,124969,75506,239120,242202,151001,246882,282082,314231,187116,609438,201256,114860,142189,135905
829.6199@15.63525,33557,40853,39436,57725,51657,58975,41634,56474,55491,1,61971,49322,1,1,32906
953.634@15.660399,183370,188108,148461,163984,118902,133361,223302,194439,164923,206936,63649,109094,217906,210382,204671
805.62@15.6578455,48248,53803,46210,82880,78329,1,1,78355,84576,65223,138477,112978,50973,58546,59021
