Sample,1_01,1_02,1_03,2_01,2_02,2_03,3_01,3_02,3_03,5_01,5_02,5_03,6_01,6_02,6_03
951.6892@0.37435716,9927,11888,11343,7950,11595,9822,1,10412,11295,9331,9368,7913,9773,10750,9838
283.9653@0.3777333,285388,302318,296160,304329,275108,293980,303782,291680,300156,293918,348155,297974,274775,290180,274686
693.9801@0.37853327,95986,105410,98325,96967,89277,93142,94751,95002,90508,91971,105460,92321,83492,93988,93068
611.9783@0.3779333,132844,130604,135539,131278,131909,125914,127798,129187,130312,131037,147836,130081,123421,126547,127069
1906.0085@0.3806923,22033,29430,1,1,28699,31386,30019,28437,30877,31534,28925,29115,29671,31249,34479
1021.9976@0.37840003,1,21155,22970,21646,1,1,20212,22577,22312,1,19482,21653,20459,1,18243
1742.011@0.3816923,1,1,35575,35701,36055,38019,33969,39882,40793,36952,34042,37168,40295,43754,37602
775.9856@0.379,63978,69648,64082,60087,63495,61426,63375,1,65264,62673,71059,60644,61424,62959,65199
1824.0042@0.38223076,1,33621,32181,33487,30671,31410,33435,30492,32379,1,31492,26966,32747,33219,34992
1578.0007@0.3831429,35120,45926,1,44704,41679,39184,39330,42728,44812,41769,44059,43348,43530,47612,37845
1085.9641@0.3824,29529,1,33677,29010,1,29203,31119,21975,27672,33064,1,30470,1,1,30974
1413.9888@0.38313335,49596,50355,50907,48643,45565,50449,42777,49829,50015,42315,46101,43384,45655,52356,49658
1495.9922@0.38392857,48877,48778,1,42348,44729,46509,45917,46462,46266,42166,43524,43551,47755,53937,49660
1249.9806@0.3846364,48070,47496,1,1,42884,47891,42507,48325,49051,1,45259,45551,1,42345,42781
1331.9816@0.38550004,38969,44621,42507,41595,48074,44388,41835,45852,44902,38676,38354,44498,41139,41430,1
1167.9766@0.3859231,1,35653,1,34494,35886,32345,33031,33882,32869,35866,33227,32221,33343,37267,34755
571.9619@0.38849998,186775,209637,204882,1,1,191893,194097,201264,185150,189909,207811,199922,202725,1,193360
489.9607@0.3889333,287508,296124,300467,258892,289225,283342,285868,288420,277101,271579,307307,297003,292011,278481,285298
407.9558@0.39006665,287233,325217,321029,296428,314645,285323,285598,329373,288657,273232,340948,334341,313291,286373,313860
547.9204@0.3964,118093,136926,127570,145065,1,1,1,126040,1,17788,129117,126295,1,129021,141899
325.9508@0.39346668,223736,229281,226458,229296,237532,236969,243880,241579,237474,241324,242607,236259,226210,228871,212649
465.9131@0.39457145,210337,207435,205221,207209,205384,208346,214849,215928,217863,218913,233163,215657,1,212722,186760
259.9214@0.39646155,130533,135116,133197,139922,136726,141462,134232,140117,145242,148175,163590,144200,1,1,132716
605.8752@0.39664286,106148,85246,83302,100504,83948,91942,1,87917,112213,105432,118236,84683,103218,85060,97241
243.9473@0.39846665,1238773,1221495,1231174,1309972,1327457,1320797,1302564,1340030,1330319,1383744,1381556,1329107,1258276,1290008,1268010
523.8713@0.39880002,149382,148534,138543,146343,141868,147805,154842,157073,158391,159291,159480,149279,145648,148159,142054
383.9089@0.3996,213518,210642,215487,224860,226025,229322,229058,232831,235595,239925,238207,230730,222297,222240,215678
581.8306@0.40019998,121477,132816,1,132152,128291,134247,1,1,136628,141517,145933,138100,1,138341,1
721.7886@0.40249997,1,41342,63778,1,1,68664,19501,76471,80512,79170,79645,73005,1,1,67936
541.8392@0.40291667,10066,14636,15877,13859,15437,14097,1,13564,14258,16772,20133,11111,1,1,14267
441.8677@0.40206668,207934,209079,210045,215123,218031,218891,221399,225199,224322,232078,233047,213527,208544,209397,200916
639.7863@0.40335718,102853,113472,106259,110174,109263,110885,113626,118491,117376,119704,1,116648,119390,107333,103740
499.8259@0.40593335,166129,171033,168825,173286,179341,177547,185234,177391,176272,189225,183908,176782,159955,173577,166874
615.7431@0.40978575,24958,130338,28256,29841,30461,1,38248,29722,29935,146930,136520,133208,130527,143716,129477
557.7847@0.4082667,142707,138358,142417,153253,153945,152008,153432,150325,162615,156378,158677,150210,144984,152826,147835
755.7054@0.4120714,50477,63147,59183,70013,65399,67191,53577,64947,71866,1,65156,62529,68786,69921,67630
417.823@0.4115,1,1,195677,217710,217098,217886,214668,205968,211905,215439,204211,210585,1,205071,205387
301.905@0.40813336,234028,231760,233845,244421,244189,243227,246229,249598,243609,248560,241346,247429,235686,231681,234336
673.7022@0.4124286,88830,95384,97813,104127,108724,103461,97037,91746,100428,99793,89586,94489,1,100907,98568
359.864@0.41066664,177799,174780,182568,194187,198164,194676,189534,197335,189806,203539,185352,186497,183470,188822,176709
475.782@0.41160002,147928,145752,139282,172797,178810,169520,140986,158815,159865,163712,140816,159314,155492,158266,144882
633.7138@0.41400003,19090,1,1,11350,27496,20872,22014,36306,30878,33412,28715,34822,19786,14624,24672
575.7567@0.41213334,18511,18945,25598,21581,28365,28182,23609,25921,21349,30349,28728,20217,27773,25560,24334
593.6958@0.41178566,64287,84415,80339,101778,97556,1,87183,87279,84545,94056,61411,87163,90696,89312,87727
517.7969@0.41199997,23173,1,29566,14575,17422,17361,21670,18791,18758,18458,19632,18013,1,1,1
219.9026@0.41246668,426946,427261,418833,476868,493166,483119,463638,459154,457993,463517,440306,454839,442721,452164,446791
791.6166@0.41333342,1,33777,1,41473,1,16454,15906,36949,36269,40293,15343,15951,19251,40310,34191
161.9437@0.41445455,1,177695,171600,196035,197805,1,1,188266,188983,197615,180389,181842,189546,1,182332
525.0949@0.42099997,46236,36376,39970,13521,24108,23841,1,20817,25940,25840,44915,61969,20415,1,20400
361.0883@0.4219333,306612,245466,285349,72126,143392,145198,96429,134163,163725,145370,269728,383749,127287,102832,127099
295.0588@0.42259997,165412,141140,152708,40825,74298,74296,49904,69230,72146,73195,148773,211447,72602,66127,74174
443.0908@0.42321423,66338,58387,63401,20221,29148,32365,1,31562,26789,30343,55452,75383,36555,19361,23614
279.085@0.42886668,1415069,1151273,1304941,237143,483363,536283,309934,462356,522475,505355,1000946,1991457,546762,433482,525464
342.0075@0.44106668,88787,84395,83904,46266,56622,54493,77909,62155,79837,65462,57563,57535,76790,85370,78804
281.986@0.4418182,15575,20653,1,9633,1,1,11937,1,15085,17522,14867,10118,15319,19047,18324
399.9657@0.44015387,15534,11803,14406,1,9100,1,11786,12396,11949,8943,10923,10846,13328,12939,12090
224.0275@0.4302727,1,1,37813,133508,126197,120756,188331,187251,1,163172,150045,147867,190872,1,197910
284.0487@0.44271427,78160,70828,78042,43712,39884,47529,75043,1,61974,58555,47465,48754,63411,72545,62784
103.1@0.4448333,228051,188858,208410,1,107926,106186,54302,86023,85931,1,175301,370610,79233,56314,1
183.0876@0.44371432,498805,457399,477068,1,336687,324418,509972,487497,518273,485819,323987,339674,548333,567866,548619
155.0692@0.4011,29015,47944,22595,63297,29666,1,1,1,17972,1,21112,51557,21673,60285,1
133.9951@0.4834167,1,1,234300,25766,287852,32942,323844,315081,1,266292,36700,39440,280412,34833,275845
159.0272@0.45146668,64298,46419,51270,95605,90445,88041,88123,85104,87721,100893,63820,85302,103894,111335,109674
262.0775@0.45200005,407328,364772,375091,334441,313268,314870,395341,391791,385807,337714,245699,266278,363429,366878,359023
252.1197@0.45386666,101132,79445,85424,76690,69091,72741,107731,101479,107558,102439,51127,60989,101787,102793,96381
315.1044@0.45446664,367973,339632,342413,267171,212975,229511,345958,342768,337539,317838,248567,258177,406293,422757,409486
202.0448@0.45466664,1.22E+07,1.20E+07,1.23E+07,7245612,7196885,7168380,9720085,9669850,1.01E+07,8263456,7277079,7994298,1.10E+07,1.18E+07,1.11E+07
113.0589@0.45486674,983695,970890,1046927,1108636,1164896,1199464,1216570,1174733,1233337,496939,1122828,1249757,1277463,400574,508828
320.036@0.4553,26235,25296,1,29820,31037,27004,1,1,30866,1,23297,25650,24817,28441,1
274.1638@0.4618182,31906,23590,27832,33365,29090,24537,34711,1,33318,1,1,27116,27403,29053,1
89.0478@0.46007687,21302,25329,1,23737,18033,21882,25557,30521,27080,1,25495,23299,26912,25097,28530
382.108@0.458,5421242,5461094,5509765,2598510,2423333,2271958,4206909,4205069,4191357,3109003,2046813,2460490,5291123,5536450,5246832
220.1782@0.45713332,43500,56359,52104,213867,233255,252457,99136,98434,98709,93540,228441,206286,48872,48758,50525
337.043@0.45854548,128992,109660,122340,1,61771,58173,1,1,43409,47759,106270,246853,45553,1,42826
615.9403@0.46083334,30639,34645,33270,1,16353,18800,25188,24653,1,21293,23219,21920,27330,1,26635
252.9621@0.45800003,1,9371,1,19053,19062,19009,1,12695,13396,16336,12134,13970,14700,15778,12900
146.9963@0.45520002,22105,23768,1,41689,41599,42484,1,1,31522,19721,1,17185,20621,1,25150
168.051@0.45857143,109023,104669,103933,96666,1,177473,121587,127812,137605,130918,119354,143852,121818,110663,182720
131.0691@0.46126664,351991,254596,255114,223693,194869,236903,166323,174027,170822,545486,201789,377835,401995,516545,423585
174.1111@0.46006665,84621,72134,74564,90331,85446,93346,125715,89375,78878,109821,88204,88952,23589,147532,129480
339.0904@0.45792305,22156,18848,18062,24626,22298,1,1,22007,25632,27747,22211,23422,32617,28768,30092
375.9209@0.46273333,195627,196984,209969,161711,163392,162238,181760,162927,165947,144920,136747,144126,207260,225342,202171
317.9621@0.4618,275991,278449,244849,166630,200943,191905,234590,206710,220867,208683,156773,171394,257140,270609,255432
260.0041@0.46199998,768119,785673,791934,516976,537663,535638,665453,612834,684791,609675,529994,541585,772349,790523,762210
278.1842@0.46414283,1,53870,59547,66979,72007,63780,54806,68437,65003,70177,63864,99362,46642,44514,42894
498.0253@0.46393332,97430,103334,99904,47819,49760,49270,75067,75508,77841,53172,82203,58579,89831,93114,90549
115.0636@0.4650667,903433,882486,900220,1447171,1411688,1399031,1095289,1171228,1156309,1466166,1357260,1495880,1413822,1530189,1863227
440.0671@0.46559998,319558,339496,336302,138594,136066,137889,245156,236669,240350,174788,170641,166399,305128,322168,317371
175.0964@0.46599996,25759,30761,1,31901,35766,26191,28697,27261,40083,1,35339,34440,26696,29957,1
161.1052@0.46466666,1688774,1597920,1694259,2159355,1586374,1644832,2030782,2133162,2088202,2055991,1642608,1793699,2048394,2132130,2043862
119.0581@0.4718,47210,48401,49858,87732,90161,65099,94702,85023,65456,55429,79494,107787,65455,55346,88098
192.1471@0.46484616,36161,38735,34824,89824,93991,88040,77930,76108,78992,51856,39274,42382,1,1,30805
366.1136@0.4656,60918,58284,59323,54588,54019,53874,62472,61565,58128,65553,42570,53643,68697,73297,70560
399.0644@0.4666,36786,32063,30648,48568,45545,47318,42845,41596,43497,51808,30857,43166,40248,38184,36713
248.148@0.4693572,38689,30172,1,42440,32902,31578,28302,29090,26952,78275,44424,47596,57300,74554,59293
297.1419@0.4720001,90688,87121,84782,65093,1,1,1,77593,69782,267483,191232,218679,76407,365652,78757
218.1628@0.46953848,93016,84984,127316,69391,66288,66440,64644,59277,58609,1,1,13415,39703,41763,35199
282.1553@0.46918184,180715,1,168011,76163,86598,1,79065,92715,82123,33516,36928,34588,102731,1,1
117.0784@0.47293335,4749934,4888977,4646187,6673812,7709843,6590160,5602349,5839680,5524295,5855789,5178100,6435513,4619999,5044540,6300572
159.1257@0.47126666,219025,208218,241814,274631,264702,262362,312536,313620,309015,319468,247155,267260,259635,263760,253050
60.0325@0.47164288,462273,366387,275751,427967,319124,497692,310549,375982,1,355458,297944,234675,259786,266887,344910
143.0945@0.47439998,3896667,3602536,3672978,1653902,1572817,1625726,1547668,1570893,1573083,514954,492391,523716,2192754,2241890,2173337
240.0955@0.47441664,1,85305,83870,59529,53080,55731,66795,68850,1,58373,46771,50579,73213,1,69407
203.1153@0.47654542,1,1,1,375673,122308,138510,263849,183827,125207,1125844,221293,126615,1,162359,98848
222.085@0.47499996,93044,128428,89604,66594,136194,1,81337,87933,81410,67001,109337,72276,86993,88944,85162
302.1838@0.47521427,19197,15583,16786,28479,25052,27126,28800,31638,1,31597,28043,26404,25616,23758,25267
257.1026@0.4808,652887,525739,643202,111057,235886,252715,109529,181642,222476,225666,541517,1327871,261016,196726,220305
71.0739@0.48360002,753818,721327,723695,941215,925568,916376,740271,766741,766048,881382,776691,849211,702308,761831,712192
228.147@0.47873333,326577,255856,349611,466509,433279,434526,359549,340026,359331,278896,304963,300212,285145,306183,277378
126.0316@0.48341668,124633,134156,140231,1,1,71669,96538,85843,89960,1,120613,88913,125495,136897,118159
144.042@0.48375002,171821,207727,195842,1,98765,1,157728,167157,154645,1,224670,111661,184321,208820,188599
162.0525@0.4848182,1,291509,277193,105888,1,95516,1,201607,1,162443,174824,121832,248946,279964,249206
157.1099@0.48819998,48177,38776,41332,58209,54516,55951,73254,76327,103722,78443,75292,71737,30741,31734,37378
247.9686@0.49926665,162836,151056,189971,145819,129443,168968,89604,92259,84937,99906,31417,85339,145654,79377,167483
360.0912@0.5018,28654,35943,33008,1,19063,14917,1,24595,1,14978,1,20911,1,28833,27203
217.131@0.5021667,1,1,1,152991,95188,104178,152132,119379,116048,316276,125126,74532,86221,153253,110540
129.0422@0.50886667,296127,474099,415849,457030,285836,282803,348554,556546,371219,637125,754189,361428,407785,397855,391901
198.0382@0.50346667,134041,159223,196812,143312,124817,152301,127287,144461,137450,100389,97468,133187,183958,159268,177939
348.0914@0.5076154,176073,168307,195263,96530,80305,1,121849,1,115809,64843,39890,63124,125650,134270,127913
280.0419@0.5072667,70566,37912,52266,36535,34406,46894,62035,42959,39858,23103,16940,28821,33999,61010,42163
168.0282@0.5084666,2415354,1647101,1385840,1729464,1648725,2146008,2198330,1328057,1892838,721750,722250,1580269,1730436,1318773,1581322
184.0232@0.52,217108,1,833104,220643,209424,242512,209158,1,212704,152979,218105,201200,191508,290069,204505
346.076@0.51853335,90689,100155,98929,40595,45710,43285,63980,69749,77140,47416,58552,49485,86381,92403,86436
129.0785@0.5325714,143295,144062,201866,185874,168770,186329,249162,229578,1,188153,145744,166787,180896,184142,193255
159.0679@0.5426667,33526,48219,59742,42166,30492,38201,53047,58501,57337,54936,52029,55601,47235,49513,49259
132.0244@0.542,121997,103208,100146,114682,126186,126052,118530,108689,123415,161589,134268,149569,120796,131139,120610
393.066@0.54342854,69030,1,61035,77081,91659,80986,87092,77029,55953,91863,44216,102293,59708,93053,66269
149.0506@0.54179996,924855,745271,832638,1069720,1006350,981252,966593,858258,969789,1437226,1071074,1227057,977277,978561,946715
176.0946@0.54261535,1,38243,39979,40256,1,34891,34896,38005,34059,51038,27392,47896,44001,52074,49538
164.0468@0.552,345870,203254,204540,295137,276095,286574,196700,210911,228699,310800,269564,304102,210706,216458,306507
279.1313@0.5486429,86070,76547,1,142764,91973,80789,104511,113820,109046,337077,434858,84754,47345,158701,44161
147.0354@0.5511429,252411,1,238076,388971,325259,309934,346913,338045,332974,651448,372202,272107,280106,405531,304717
206.005@0.5514286,79216,72127,45554,39395,66942,1,72066,73667,71396,30610,28313,50392,66531,66228,74342
181.0734@0.552,2535584,2136934,2179083,3067611,2974365,3239299,2303145,1671035,2319713,3466148,1,2760320,2406616,2414941,2286061
135.0679@0.5540714,204836,190856,185933,246408,246329,349748,186002,173530,252236,270489,341043,274326,1,193252,190001
122.0354@0.5534667,341447,226533,316885,281655,248569,267903,452493,296013,311577,269280,219800,229155,219376,201395,197507
408.0501@0.52307695,28085,14255,12823,23746,15073,20460,17156,1,27521,14951,1,18938,17670,15350,57925
311.1574@0.5601333,363706,315391,310384,336562,335208,297562,300209,299009,311028,432069,235335,315699,320937,371869,327476
355.122@0.55521435,18931,19882,20214,19476,16105,1,18489,20217,21184,27190,17882,19735,22050,24890,21930
85.089@0.5602,2533219,2345809,2324191,3270867,3258174,3377725,2490320,2384304,2335539,3489355,2480288,3333457,2329288,2153263,2154686
131.094@0.5606667,1.99E+07,1.86E+07,1.92E+07,2.46E+07,2.63E+07,2.48E+07,1.89E+07,1.99E+07,1.98E+07,2.80E+07,1.96E+07,2.48E+07,1.81E+07,1.72E+07,1.95E+07
321.1044@0.5597858,107253,80988,67032,128301,84457,136280,81345,66806,18084,75356,1,72500,56037,53194,56846
153.0764@0.5715,1416243,1113319,1151012,1810855,1,1746763,1215817,1,1,1,1181011,2001022,1422313,1289143,1
124.0135@0.5752143,259684,200973,228241,65833,61086,95104,34963,1,47683,99171,20970,58988,115325,67048,95644
262.1888@0.58771425,201604,74289,142514,160387,358980,154067,75614,186342,136545,1,91663,140960,182630,196277,186269
181.0736@0.63069224,1035204,1155899,1064384,1314302,1394884,1285699,866297,1072808,832005,1373633,1,1190298,1,1112247,1035834
321.1045@0.6448334,1,1,42605,40559,79504,34704,45692,24167,1,60235,34103,61317,59471,60963,52686
198.0384@0.6563845,83107,85641,84794,96877,76149,80401,73192,1,1,99061,82178,97140,83057,112931,79046
131.0939@0.65,2.11E+07,1.97E+07,1.93E+07,2.84E+07,2.66E+07,2.68E+07,1.87E+07,1.92E+07,1.93E+07,2.86E+07,2.50E+07,2.54E+07,1.71E+07,2.00E+07,1.69E+07
85.089@0.65,2521186,2343378,2118902,3551176,3361580,3027556,2267679,2236078,2154140,3560066,2958641,3107416,2050725,2233054,2164549
548.0491@0.5859167,45959,34981,42166,36982,36467,42689,35438,27025,1,1,1,21840,29613,30498,33066
396.0151@0.6569334,57954,62276,58609,60143,60198,64038,54297,56550,55145,43076,26481,55461,67348,60748,61891
89.0493@0.66163635,1,1,1,47124,42218,42990,32317,1,30179,29755,28809,30260,40309,39097,32702
149.0504@0.6697,753016,35800,689130,482950,1,1,1,537464,518583,1,205561,351194,1,525510,522390
352.0512@0.6622666,143184,144056,140320,119499,120727,138946,116798,129361,116772,77714,45680,103146,126643,126495,131964
380.0197@0.6513077,396916,263126,256082,275469,270747,40634,258626,270372,32187,122581,1,26360,1,14566,39094
168.0283@0.66213334,3761597,4191989,3636280,2779431,3378289,3823587,3486714,2966403,3109079,1868421,1240275,2342158,3599681,2950607,3266416
348.091@0.66699994,92565,1,87353,41669,30611,34483,60092,81287,63747,37376,1,35612,86478,69578,59340
366.0666@0.6651667,37409,1,25919,31773,40640,38953,36373,34568,32651,1,1,22955,34186,35840,35431
176.0948@0.6707334,81772,78906,79660,61796,73138,71008,65240,79975,69836,90108,63114,87695,84800,106339,81893
478.0536@0.67381823,58665,44726,18658,1,13379,17203,25438,24063,31429,1,1,11691,1,23409,15265
129.0422@0.6741333,429276,285416,480803,421455,412816,479856,571317,473590,508334,556100,950657,208746,338344,387211,375728
230.0765@0.66179997,59631,52290,26446,56990,67531,67866,119903,121716,66574,1,1,18096,1,1,1
159.0678@0.6736428,76119,78134,70076,60638,60359,62645,58801,69506,61835,94620,1,80812,80055,79123,91228
429.0343@0.68025,31154,35888,31708,22071,21232,23110,17002,1,11282,14456,1,21524,1,12404,13859
414.0698@0.6799166,28891,31263,30395,23130,19922,22786,17465,19642,16105,1,1,16581,13752,1,13868
217.1311@0.67833334,1,1,1,185696,87183,115059,101443,99325,80255,234295,128044,65755,93273,91217,80342
244.0692@0.6948667,144975,140401,131459,106121,103262,104728,220750,224220,218394,132615,129593,124850,96996,98101,45076
293.1473@0.69966674,506713,491791,417669,850147,755212,510822,533155,667902,605892,1894337,2876050,655697,296188,910551,344384
121.0193@0.7104546,98744,81689,70114,1,115699,1,163058,199269,1,1,163070,424888,305497,185747,293838
228.147@0.7047857,322086,288417,337960,424971,409806,438593,299165,296309,285627,1,230631,233227,243005,219372,245310
